names,pvals_adj,logfoldchanges,scores,pts,pts_rest,cluster_name
AAEL013461,4.461746343700678e-32,2.0420098,12.092436,0.6054054054054054,0.07282390117782246,ISC/EB
AAEL022901,5.212616098757958e-32,1.2949342,12.079493,0.6864864864864865,0.13688595231255388,ISC/EB
AAEL003125,5.526198421078282e-32,1.6677898,12.074529,0.6486486486486487,0.11002585463947141,ISC/EB
AAEL013075,5.588605644164367e-32,1.3554193,12.073445,0.6594594594594595,0.11419132433208848,ISC/EB
AAEL015064,6.205260747268167e-32,1.403276,12.064672,0.8864864864864865,0.32059752944556164,ISC/EB
AAEL002077,6.650633672109144e-32,1.9197326,12.058805,0.6162162162162163,0.08876759551852915,ISC/EB
AAEL003606,8.480945864667077e-32,1.5434136,12.038606,0.654054054054054,0.1098822177535191,ISC/EB
AAEL013533,1.0153581839475408e-31,1.2280155,12.023587,0.8864864864864865,0.3124102269462798,ISC/EB
AAEL012237,1.1316065154200795e-31,1.7723503,12.014471,0.6216216216216216,0.09307670209709853,ISC/EB
AAEL007548,1.1450870357021055e-31,2.8895843,12.013333,0.5567567567567567,0.031169204251651823,ISC/EB
AAEL006833,1.282778209220453e-31,1.1272275,12.003784,0.7621621621621621,0.1979316288422867,ISC/EB
AAEL024525,1.3438620823578741e-31,2.5604951,11.999777,0.5837837837837838,0.05788566503878196,ISC/EB
AAEL008894,1.3539451109541786e-31,4.717211,11.999001,0.5351351351351351,0.016661878770468257,ISC/EB
AAEL001925,1.4054723018827794e-31,3.8784862,11.995751,0.5405405405405406,0.019965527147371445,ISC/EB
AAEL001206,1.4309188443098628e-31,1.3608147,11.994109,0.6756756756756757,0.13099683998850906,ISC/EB
AAEL000844,1.5430999885533206e-31,2.3482614,11.9877,0.5945945945945946,0.06894570525711002,ISC/EB
AAEL001154,1.7335431104190248e-31,1.6428498,11.977899,0.6162162162162163,0.08675667911519679,ISC/EB
AAEL003921,1.8226747065617251e-31,2.0734138,11.973584,0.6054054054054054,0.08259120942257972,ISC/EB
AAEL011055,1.9756192962290276e-31,1.5913886,11.9667425,0.6216216216216216,0.09207124389543235,ISC/EB
AAEL018211,2.2535171600959163e-31,1.3182456,11.955659,0.6324324324324324,0.08819304797471991,ISC/EB
AAEL013102,2.425418759237919e-31,1.6656932,11.949395,0.6216216216216216,0.08072392990519965,ISC/EB
AAEL019626,2.5387996871877193e-31,2.814756,11.945441,0.5513513513513514,0.027865555874748635,ISC/EB
AAEL018039,2.5767828165528273e-31,3.636512,11.944052,0.5459459459459459,0.026716460787130136,ISC/EB
AAEL008893,2.6977872071822974e-31,1.0503904,11.940081,0.7567567567567568,0.18816432059752944,ISC/EB
AAEL000227,3.593584050940516e-31,2.4917588,11.916054,0.5891891891891892,0.07023843723068084,ISC/EB
AAEL018514,3.6981405426076386e-31,1.5255961,11.913508,0.6270270270270271,0.0891985061763861,ISC/EB
AAEL017081,6.437205169816096e-31,1.0660087,11.867062,0.772972972972973,0.20066072967538065,ISC/EB
AAEL006066,6.669593928673565e-31,1.4996619,11.863938,0.6324324324324324,0.09781671933352484,ISC/EB
AAEL019473,7.680050413555515e-31,3.0723789,11.851971,0.5405405405405406,0.022838264866417695,ISC/EB
AAEL010059,8.251932739930992e-31,1.131338,11.845797,0.7189189189189189,0.17796610169491525,ISC/EB
AAEL001101,8.297289002504361e-31,1.517369,11.845183,0.6270270270270271,0.09523125538638322,ISC/EB
AAEL010043,8.997703166869132e-31,5.9077516,11.838233,0.518918918918919,0.01005458201666188,ISC/EB
AAEL001864,9.287819913996354e-31,1.7438596,11.835417,0.5945945945945946,0.07138753231829933,ISC/EB
AAEL007660,9.40139651430669e-31,1.9310237,11.834244,0.6,0.07742028152829647,ISC/EB
AAEL012313,1.0044217314085223e-30,1.5292491,11.82854,0.6324324324324324,0.10097673082447572,ISC/EB
AAEL009874,1.1455038704729317e-30,2.211068,11.817348,0.5783783783783784,0.05688020683711577,ISC/EB
AAEL019987,1.2950777996382936e-30,3.4465208,11.806878,0.5351351351351351,0.02255099109451307,ISC/EB
AAEL006977,1.3962490289987466e-30,1.5698351,11.800397,0.6216216216216216,0.09638035047400173,ISC/EB
AAEL025082,1.4279149983421932e-30,1.4606212,11.798357,0.6864864864864865,0.14593507612754955,ISC/EB
AAEL004997,1.719370796366425e-30,1.7586598,11.782562,0.6054054054054054,0.08632576845733984,ISC/EB
AAEL006727,2.5559908719210964e-30,1.2152778,11.74895,0.6918918918918919,0.14722780810112038,ISC/EB
AAEL011832,3.431243909396562e-30,1.2779384,11.723732,0.6594594594594595,0.1289859235851767,ISC/EB
AAEL024269,4.093577239319288e-30,4.002083,11.708623,0.5297297297297298,0.021832806664751507,ISC/EB
AAEL000847,5.313680151492874e-30,1.2567292,11.686329,0.6702702702702703,0.14220051709278944,ISC/EB
AAEL004586,5.559144619733329e-30,1.4216728,11.68234,0.6216216216216216,0.09594943981614479,ISC/EB
AAEL019617,5.730065056996881e-30,2.9579742,11.679614,0.5459459459459459,0.034616489514507326,ISC/EB
AAEL014891,6.2004132114418035e-30,2.2828937,11.672754,0.5837837837837838,0.07368572249353635,ISC/EB
AAEL011369,8.81746382786602e-30,2.8972733,11.642464,0.5405405405405406,0.034616489514507326,ISC/EB
AAEL019788,9.464533198473785e-30,1.5073537,11.636272,0.6054054054054054,0.07900028727377191,ISC/EB
AAEL012026,9.615152240023784e-30,1.2619584,11.634774,0.8702702702702703,0.3126975007181844,ISC/EB
AAEL005046,1.2742934712895964e-29,2.3325741,11.610567,0.5675675675675675,0.058891123240448144,ISC/EB
AAEL019748,1.463058687860081e-29,1.4784575,11.5985985,0.6432432432432432,0.12280953748922724,ISC/EB
AAEL011718,1.4638750748314325e-29,1.6679853,11.5984,0.6270270270270271,0.10672220626256823,ISC/EB
AAEL013987,1.5850929622003374e-29,2.3906674,11.591288,0.572972972972973,0.06492387245044527,ISC/EB
AAEL014198,1.6884212464169974e-29,1.2107092,11.585728,0.6594594594594595,0.1294168342430336,ISC/EB
AAEL010798,1.8553604460107537e-29,1.1167207,11.577497,0.6756756756756757,0.14895145073254812,ISC/EB
AAEL011665,2.15871173611782e-29,1.358494,11.564355,0.6378378378378379,0.1167767882792301,ISC/EB
AAEL005255,2.248448947309678e-29,1.476678,11.560708,0.6216216216216216,0.09638035047400173,ISC/EB
AAEL004493,2.4214613925067093e-29,2.2390313,11.554192,0.5567567567567567,0.05328928468830796,ISC/EB
AAEL003275,2.780708896236802e-29,2.5619025,11.542151,0.5405405405405406,0.03820741166331514,ISC/EB
AAEL006854,2.951303646172092e-29,3.7458525,11.5368805,0.5351351351351351,0.03921286986498133,ISC/EB
AAEL019672,3.0175058177557724e-29,1.872294,11.534822,0.5675675675675675,0.05343292157426027,ISC/EB
AAEL021473,3.158510113580987e-29,2.5352564,11.530743,0.5567567567567567,0.055300201091640334,ISC/EB
AAEL013675,3.7520672299781215e-29,1.238074,11.515759,0.6864864864864865,0.1600114909508762,ISC/EB
AAEL014904,4.236209252912341e-29,2.112827,11.505145,0.5675675675675675,0.06808388394139615,ISC/EB
AAEL002140,4.3726920982907365e-29,1.2595307,11.502112,0.6108108108108108,0.09436943407066935,ISC/EB
AAEL005027,4.3726920982907365e-29,1.0366902,11.502112,0.7351351351351352,0.18758977305372018,ISC/EB
AAEL002401,4.614921967601218e-29,1.1010691,11.497311,0.6432432432432432,0.11936225222637173,ISC/EB
AAEL027646,4.836995343666018e-29,1.7122153,11.493105,0.6054054054054054,0.09652398735995403,ISC/EB
AAEL001092,5.055928929605714e-29,1.0870414,11.489134,0.6648648648648648,0.13544958345303074,ISC/EB
AAEL009606,5.512414407119166e-29,2.4299934,11.481516,0.5567567567567567,0.05644929617925883,ISC/EB
AAEL010470,6.452688287306962e-29,1.7877487,11.467742,0.5945945945945946,0.08761850043091066,ISC/EB
AAEL004235,6.452688287306962e-29,2.36842,11.467598,0.5459459459459459,0.041941970698075266,ISC/EB
AAEL002137,7.109364878976294e-29,1.6318,11.45906,0.6108108108108108,0.1041367423154266,ISC/EB
AAEL015061,7.773823729692342e-29,1.4846301,11.451171,0.6162162162162163,0.1052858374030451,ISC/EB
AAEL013869,7.904226485946728e-29,2.459811,11.449582,0.5567567567567567,0.058316575696638895,ISC/EB
AAEL011320,8.075397723030268e-29,1.5042837,11.447578,0.5945945945945946,0.0847457627118644,ISC/EB
AAEL004620,1.0806531936132536e-28,1.811857,11.422,0.5783783783783784,0.07584027578282103,ISC/EB
AAEL006895,1.2291032146593431e-28,2.0522523,11.410664,0.5783783783783784,0.07454754380925022,ISC/EB
AAEL004467,1.2429345697794076e-28,1.6212783,11.409544,0.6054054054054054,0.09695489801781097,ISC/EB
AAEL009092,1.3126228915003306e-28,2.1422272,11.404653,0.5567567567567567,0.053720195346164894,ISC/EB
AAEL009607,1.9010032523831899e-28,1.5648887,11.3722315,0.6162162162162163,0.10356219477161735,ISC/EB
AAEL017085,1.9267081912375045e-28,1.6849267,11.3709135,0.5945945945945946,0.08417121516805516,ISC/EB
AAEL012865,2.339313231934481e-28,1.7308543,11.353675,0.5945945945945946,0.09221488078138466,ISC/EB
AAEL004472,3.134786400370765e-28,1.1816484,11.32777,0.6270270270270271,0.10787130135018673,ISC/EB
AAEL009898,3.658315285178512e-28,1.1571277,11.314087,0.6486486486486487,0.12855501292731975,ISC/EB
AAEL018219,3.687777096064678e-28,2.1343155,11.313239,0.5513513513513514,0.04898017810973858,ISC/EB
AAEL012094,4.285180321672198e-28,1.1642542,11.299917,0.6648648648648648,0.14033323757540936,ISC/EB
AAEL012227,4.661840030671709e-28,1.0709866,11.292371,0.6864864864864865,0.15900603274921,ISC/EB
AAEL008025,4.787994687964238e-28,1.223226,11.28988,0.6378378378378379,0.12280953748922724,ISC/EB
AAEL010843,4.801791904917085e-28,1.1084577,11.289483,0.8324324324324325,0.28411376041367425,ISC/EB
AAEL004738,4.801815583475824e-28,1.5884295,11.289338,0.5837837837837838,0.08517667336972135,ISC/EB
AAEL014702,4.812711530173997e-28,1.5632432,11.288996,0.6108108108108108,0.1098822177535191,ISC/EB
AAEL019553,4.878431213476739e-28,2.7795417,11.28766,0.5243243243243243,0.02930192473427176,ISC/EB
AAEL004607,4.904606746494422e-28,1.596761,11.287046,0.5945945945945946,0.0949439816144786,ISC/EB
AAEL009377,6.072405407891774e-28,1.8632176,11.26811,0.5621621621621622,0.06233840850330365,ISC/EB
AAEL005054,6.771853753171505e-28,1.3554493,11.258362,0.6324324324324324,0.1235277219189888,ISC/EB
AAEL011359,7.560452715523434e-28,2.73369,11.248506,0.5297297297297298,0.035191037058316575,ISC/EB
AAEL005985,7.759626912053593e-28,1.3212264,11.246069,0.6594594594594595,0.1407641482332663,ISC/EB
AAEL004437,8.10534697667194e-28,2.0792272,11.24208,0.5675675675675675,0.07339844872163172,ISC/EB
AAEL002722,8.337521909916691e-28,1.3915813,11.239444,0.6270270270270271,0.11390405056018385,ISC/EB
AAEL008958,8.660875486702594e-28,2.4905245,11.235942,0.5459459459459459,0.05242746337259408,ISC/EB
AAEL027554,1.0978792314013531e-27,1.2261113,11.214695,0.6378378378378379,0.1317150244182706,ISC/EB
AAEL007431,1.1112057135230179e-27,1.0238925,11.213486,0.7243243243243244,0.18586613042229244,ISC/EB
AAEL013709,1.1978495764655266e-27,1.0670428,11.206698,0.6648648648648648,0.1453605285837403,ISC/EB
AAEL005816,1.2796686162644044e-27,2.1869493,11.200706,0.5405405405405406,0.05271473714449871,ISC/EB
AAEL008144,1.6321779410950093e-27,3.521483,11.178989,0.5081081081081081,0.025998276357368573,ISC/EB
AAEL013966,1.6532803783458327e-27,1.0612088,11.177708,0.6432432432432432,0.12266590060327492,ISC/EB
AAEL000944,1.660415372405101e-27,1.0127295,11.177184,0.6486486486486487,0.1317150244182706,ISC/EB
AAEL006224,1.707384162887953e-27,1.3202016,11.174566,0.6162162162162163,0.11490950876185005,ISC/EB
AAEL014529,2.2712482137082974e-27,2.017806,11.149059,0.5567567567567567,0.06808388394139615,ISC/EB
AAEL012845,2.530050157388538e-27,1.6709251,11.139312,0.5783783783783784,0.08661304222924447,ISC/EB
AAEL007243,2.5347717000495882e-27,1.9905322,11.139005,0.5567567567567567,0.06506750933639759,ISC/EB
AAEL017315,3.038013452393492e-27,1.0208347,11.122723,0.654054054054054,0.13961505314564782,ISC/EB
AAEL022609,3.661031466294564e-27,1.8769698,11.10579,0.5783783783783784,0.08172938810686585,ISC/EB
AAEL021703,3.893101736814974e-27,1.789483,11.100158,0.572972972972973,0.0811548405630566,ISC/EB
AAEL012276,3.937568493714466e-27,1.743972,11.099003,0.572972972972973,0.07842573972996265,ISC/EB
AAEL004097,5.2927007110101155e-27,3.7506974,11.072394,0.5081081081081081,0.0308819304797472,ISC/EB
AAEL008719,5.5473037322818744e-27,1.2854402,11.068044,0.6324324324324324,0.12999138178684286,ISC/EB
AAEL024853,7.141138927593509e-27,1.3478575,11.044811,0.5945945945945946,0.10097673082447572,ISC/EB
AAEL012326,7.173204085717102e-27,1.2485496,11.044144,0.9351351351351351,0.4500143636885952,ISC/EB
AAEL024343,7.497870900235783e-27,1.8724375,11.040028,0.5405405405405406,0.051996552714737146,ISC/EB
AAEL004727,7.819825595297173e-27,1.5749536,11.036111,0.6,0.0983912668773341,ISC/EB
AAEL010743,7.998207151422159e-27,1.8258039,11.033945,0.5513513513513514,0.06679115196782534,ISC/EB
AAEL008696,8.215199208338203e-27,1.9526918,11.0314,0.5405405405405406,0.05300201091640333,ISC/EB
AAEL005796,8.291977417685789e-27,1.5245297,11.030425,0.5891891891891892,0.0949439816144786,ISC/EB
AAEL006174,9.579227193479082e-27,1.1510749,11.017302,0.6324324324324324,0.12754955472565355,ISC/EB
AAEL001218,1.2172340506399946e-26,1.5912476,10.9952965,0.572972972972973,0.08733122665900603,ISC/EB
AAEL021805,1.3543715508208808e-26,3.294933,10.985386,0.5081081081081081,0.029158287848319447,ISC/EB
AAEL012914,1.3760382214472725e-26,3.2412543,10.983815,0.5135135135135135,0.035191037058316575,ISC/EB
AAEL003115,1.477024903426338e-26,5.4019775,10.977281,0.4810810810810811,0.008043665613329504,ISC/EB
AAEL017385,1.538885470640589e-26,1.9404404,10.973435,0.5459459459459459,0.0629129560471129,ISC/EB
AAEL019596,1.5804345910353095e-26,1.5568335,10.97089,0.5837837837837838,0.08546394714162597,ISC/EB
AAEL008542,2.1299189104296128e-26,1.1361728,10.94347,0.6162162162162163,0.11031312841137604,ISC/EB
AAEL007293,2.130107330056486e-26,1.0507257,10.943326,0.6324324324324324,0.12984774490089054,ISC/EB
AAEL003462,2.158056625565273e-26,4.601172,10.942008,0.4918918918918919,0.02240735420856076,ISC/EB
AAEL012161,2.591855688493501e-26,2.1033847,10.925256,0.5459459459459459,0.06506750933639759,ISC/EB
AAEL005879,2.6918824308343595e-26,2.1352413,10.921681,0.5621621621621622,0.0800057454754381,ISC/EB
AAEL004427,3.392217475792053e-26,1.1294281,10.900254,0.6108108108108108,0.11232404481470842,ISC/EB
AAEL011248,3.8420635086064286e-26,5.2660136,10.888647,0.4810810810810811,0.013070956621660442,ISC/EB
AAEL013309,3.85618210449918e-26,1.4392676,10.888178,0.5675675675675675,0.08302212008043666,ISC/EB
AAEL014158,4.117966458080224e-26,2.2445273,10.882058,0.518918918918919,0.04395288710140764,ISC/EB
AAEL019722,4.188313840341522e-26,3.0589972,10.88038,0.5027027027027027,0.03188738868141339,ISC/EB
AAEL000328,4.374389038715075e-26,1.0678685,10.876282,0.654054054054054,0.14507325481183567,ISC/EB
AAEL028037,4.520100805302204e-26,1.6692363,10.873159,0.572972972972973,0.08216029876472278,ISC/EB
AAEL009476,4.7648971410875764e-26,1.2395126,10.868213,0.6324324324324324,0.13343866704969837,ISC/EB
AAEL026243,5.0787648899743914e-26,2.094864,10.862256,0.5459459459459459,0.06923297902901465,ISC/EB
AAEL002317,5.273741055500869e-26,3.6986756,10.858682,0.4918918918918919,0.01967825337546682,ISC/EB
AAEL025915,5.571087505998248e-26,1.335319,10.853537,0.6054054054054054,0.10700948003447286,ISC/EB
AAEL003777,5.796246206582032e-26,2.9055912,10.849782,0.5135135135135135,0.03964378052283826,ISC/EB
AAEL012553,7.004631282736883e-26,3.7302516,10.832327,0.4918918918918919,0.023269175524274634,ISC/EB
AAEL008553,8.090237701248496e-26,1.3147745,10.81886,0.6162162162162163,0.12338408503303648,ISC/EB
AAEL002399,8.598732496876392e-26,1.0005537,10.813138,0.6702702702702703,0.16503878195920713,ISC/EB
AAEL011063,9.169525804576388e-26,1.6138935,10.807108,0.5567567567567567,0.07282390117782246,ISC/EB
AAEL019755,9.354660001353512e-26,2.6036954,10.8051405,0.5243243243243243,0.04969836253950014,ISC/EB
AAEL010784,1.108531696740908e-25,2.512407,10.789418,0.5081081081081081,0.03906923297902901,ISC/EB
AAEL008331,1.1171927980528414e-25,3.458539,10.788569,0.4918918918918919,0.02298190175237001,ISC/EB
AAEL012756,1.2364450345896046e-25,2.2388537,10.77911,0.5243243243243243,0.04783108302212008,ISC/EB
AAEL007366,1.248057463566898e-25,1.5275344,10.778117,0.5567567567567567,0.07943119793162884,ISC/EB
AAEL012310,1.2994376704114318e-25,1.9920205,10.774273,0.5459459459459459,0.07454754380925022,ISC/EB
AAEL005038,1.6726653926959005e-25,1.1862915,10.750877,0.5891891891891892,0.10327492099971272,ISC/EB
AAEL013939,1.9088783944527355e-25,1.9869418,10.738422,0.5243243243243243,0.04783108302212008,ISC/EB
AAEL005628,1.9091271126238407e-25,1.8161643,10.738277,0.5459459459459459,0.07124389543234702,ISC/EB
AAEL004902,2.286188652800045e-25,1.0358431,10.72149,0.5945945945945946,0.10744039069232979,ISC/EB
AAEL007184,2.482734806202935e-25,1.1641473,10.713728,0.6,0.11404768744613616,ISC/EB
AAEL010366,3.1288682618429915e-25,1.4233757,10.691903,0.6108108108108108,0.12668773340993966,ISC/EB
AAEL011738,3.1605138387542144e-25,1.989839,10.690838,0.5351351351351351,0.0663602413099684,ISC/EB
AAEL013171,3.1893771014089676e-25,3.2779841,10.689863,0.5027027027027027,0.03921286986498133,ISC/EB
AAEL007947,3.567347060031181e-25,2.3123202,10.679339,0.5297297297297298,0.06004021832806665,ISC/EB
AAEL023769,3.5685406344200534e-25,1.7547145,10.679176,0.5837837837837838,0.11261131858661304,ISC/EB
AAEL004809,3.9302342905354386e-25,2.7150319,10.670078,0.518918918918919,0.05027291008330939,ISC/EB
AAEL007707,4.0156925811085645e-25,1.064017,10.667949,0.8378378378378378,0.3142775064636599,ISC/EB
AAEL009041,4.118965443783853e-25,1.5866345,10.665458,0.5513513513513514,0.07713300775639184,ISC/EB
AAEL019422,4.636453845916649e-25,2.0771537,10.65432,0.518918918918919,0.04754380925021545,ISC/EB
AAEL008500,4.793083468679746e-25,1.1888175,10.65098,0.572972972972973,0.09006032749209997,ISC/EB
AAEL003064,4.793083468679746e-25,1.7801881,10.650926,0.5567567567567567,0.08761850043091066,ISC/EB
AAEL004438,4.793083468679746e-25,1.3886467,10.650836,0.5945945945945946,0.11577133007756392,ISC/EB
AAEL006829,5.102410321568655e-25,1.0638694,10.6447525,0.654054054054054,0.1578569376615915,ISC/EB
AAEL019791,5.339931317576406e-25,1.7848982,10.640384,0.5567567567567567,0.08718758977305371,ISC/EB
AAEL024690,5.4600250786404945e-25,3.179304,10.638182,0.4972972972972973,0.03806377477736283,ISC/EB
AAEL001916,5.764056035195756e-25,1.0404944,10.633,0.6270270270270271,0.13487503590922148,ISC/EB
AAEL019980,5.859489214859458e-25,3.491094,10.63134,0.4864864864864865,0.02470554438379776,ISC/EB
AAEL006551,6.172418692814498e-25,1.2117162,10.626358,0.5945945945945946,0.11332950301637461,ISC/EB
AAEL007679,6.729609384983097e-25,1.6523408,10.618162,0.5513513513513514,0.07971847170353347,ISC/EB
AAEL000436,6.747642673015626e-25,1.7401593,10.617784,0.5513513513513514,0.08273484630853203,ISC/EB
AAEL011873,7.039220402620701e-25,1.0167276,10.613704,0.6216216216216216,0.13358230393565068,ISC/EB
AAEL012023,7.209735369447886e-25,1.7070421,10.611339,0.5351351351351351,0.06722206262568227,ISC/EB
AAEL017395,7.401491843714477e-25,1.3808943,10.608757,0.5837837837837838,0.10772766446423442,ISC/EB
AAEL007845,8.715597678977395e-25,1.0182623,10.593089,0.6216216216216216,0.12884228669922437,ISC/EB
AAEL012466,8.79139732815671e-25,1.216499,10.59215,0.572972972972973,0.09523125538638322,ISC/EB
AAEL026089,9.035310757866971e-25,1.8198091,10.58946,0.5351351351351351,0.06923297902901465,ISC/EB
AAEL023543,9.955007012735085e-25,2.2252822,10.580254,0.5243243243243243,0.06075840275782821,ISC/EB
AAEL019838,1.0169855733964862e-24,1.7987593,10.578124,0.5243243243243243,0.05443837977592646,ISC/EB
AAEL025097,1.0169855733964862e-24,3.0180895,10.577997,0.4864864864864865,0.024418270611893136,ISC/EB
AAEL006172,1.2245363277141057e-24,2.2362819,10.5604515,0.5135135135135135,0.05544383797759265,ISC/EB
AAEL003373,1.439849247710587e-24,2.123774,10.544981,0.5297297297297298,0.06305659293306522,ISC/EB
AAEL027326,1.4685925582734333e-24,1.6036414,10.542995,0.5621621621621622,0.09695489801781097,ISC/EB
AAEL019563,1.7260442361596295e-24,2.2768974,10.527543,0.5027027027027027,0.038494685435219764,ISC/EB
AAEL006566,1.7794485465288558e-24,1.5467634,10.524547,0.572972972972973,0.10542947428899742,ISC/EB
AAEL000077,1.8131732706033796e-24,1.2608508,10.522652,0.6108108108108108,0.1338695777075553,ISC/EB
AAEL000226,1.9662053981596344e-24,2.6199968,10.514889,0.4972972972972973,0.040936512496409075,ISC/EB
AAEL006550,2.061015929352453e-24,1.1942422,10.510323,0.5567567567567567,0.08330939385234128,ISC/EB
AAEL006661,2.4683537320268518e-24,1.2824825,10.493047,0.5675675675675675,0.09422579718471703,ISC/EB
AAEL010065,2.529949518397344e-24,1.0612227,10.490592,0.6162162162162163,0.1384659580580293,ISC/EB
AAEL007289,2.9893692242628902e-24,1.9055039,10.474689,0.5297297297297298,0.07081298477449009,ISC/EB
AAEL019746,3.1085739664326006e-24,2.0937972,10.470861,0.518918918918919,0.05573111174949727,ISC/EB
AAEL011564,3.1503499653486067e-24,2.4976895,10.469471,0.5081081081081081,0.04926745188164321,ISC/EB
AAEL012579,3.554959379832493e-24,1.9022251,10.4579,0.5243243243243243,0.06621660442401608,ISC/EB
AAEL003503,3.571256935524931e-24,1.2808691,10.457341,0.5783783783783784,0.11060040218328067,ISC/EB
AAEL009772,3.6803633170316446e-24,1.115516,10.454362,0.6216216216216216,0.1361677678827923,ISC/EB
AAEL027453,3.681085343038932e-24,1.0691041,10.454218,0.7135135135135136,0.20669347888537776,ISC/EB
AAEL019758,3.876739877634079e-24,2.5607657,10.449182,0.5081081081081081,0.05056018385521402,ISC/EB
AAEL003206,4.457600310718256e-24,1.3844926,10.435805,0.572972972972973,0.10298764722780811,ISC/EB
AAEL002900,4.68164317560571e-24,1.3612043,10.431022,0.572972972972973,0.10586038494685435,ISC/EB
AAEL026939,5.616651062483702e-24,2.139723,10.413331,0.5081081081081081,0.04725653547831083,ISC/EB
AAEL013128,5.624185598933344e-24,1.8097769,10.413078,0.518918918918919,0.057167480609020396,ISC/EB
AAEL003514,5.718924026056946e-24,1.3876126,10.411364,0.5567567567567567,0.09077851192186154,ISC/EB
AAEL023816,6.489701265941316e-24,1.5002736,10.399197,0.5891891891891892,0.11979316288422867,ISC/EB
AAEL008740,6.952921991095095e-24,1.2060125,10.392499,0.5621621621621622,0.09336397586900316,ISC/EB
AAEL019595,7.599761173404474e-24,2.700285,10.383889,0.4918918918918919,0.03720195346164895,ISC/EB
AAEL003953,7.667758216020903e-24,1.4074609,10.382914,0.5621621621621622,0.08962941683424304,ISC/EB
AAEL019430,1.0146953812077082e-23,1.6858886,10.356017,0.5405405405405406,0.08230393565067509,ISC/EB
AAEL019690,1.0348363274058863e-23,2.7682695,10.353887,0.4864864864864865,0.032749209997127264,ISC/EB
AAEL023209,1.1064998419326172e-23,1.0815282,10.347352,0.5891891891891892,0.11620224073542086,ISC/EB
AAEL000574,1.2790048345522188e-23,2.1013865,10.333344,0.4972972972972973,0.04510198218902614,ISC/EB
AAEL019843,1.3704904162454756e-23,1.8098994,10.326593,0.5135135135135135,0.05644929617925883,ISC/EB
AAEL019780,1.4982929515341859e-23,1.649452,10.31791,0.518918918918919,0.06463659867854064,ISC/EB
AAEL011967,1.542907896833238e-23,3.1437287,10.314968,0.4810810810810811,0.0331801206549842,ISC/EB
AAEL019851,1.6038346125488425e-23,1.5720577,10.311123,0.5513513513513514,0.08646940534329216,ISC/EB
AAEL001171,1.6355144733357165e-23,1.8840135,10.309119,0.5081081081081081,0.05673656995116346,ISC/EB
AAEL022750,1.7453382009890863e-23,2.298977,10.302747,0.5027027027027027,0.04969836253950014,ISC/EB
AAEL009681,2.142482851326042e-23,2.3987644,10.2827635,0.4918918918918919,0.04380925021545533,ISC/EB
AAEL019716,2.3035950658176848e-23,3.600317,10.275652,0.4594594594594595,0.015512783682849756,ISC/EB
AAEL011319,2.360852037195367e-23,1.1595161,10.27316,0.5945945945945946,0.12338408503303648,ISC/EB
AAEL023895,2.6060454535656602e-23,1.9371895,10.263503,0.5297297297297298,0.07066934788853778,ISC/EB
AAEL000635,2.770929053729893e-23,1.9265224,10.257456,0.5135135135135135,0.062051134731399026,ISC/EB
AAEL019562,2.947794144066789e-23,2.7877831,10.251354,0.4756756756756757,0.027291008330939386,ISC/EB
AAEL011273,3.1183250774155776e-23,1.6828103,10.245794,0.5297297297297298,0.07928756104567652,ISC/EB
AAEL007084,3.1754082279874457e-23,1.5991178,10.2439165,0.5297297297297298,0.07756391841424878,ISC/EB
AAEL003412,3.876888062343288e-23,2.7566328,10.224349,0.4756756756756757,0.027865555874748635,ISC/EB
AAEL004715,4.183092694113928e-23,1.6952829,10.216858,0.5243243243243243,0.06578569376615916,ISC/EB
AAEL019566,4.247589462849585e-23,2.8617623,10.215251,0.4756756756756757,0.028727377190462512,ISC/EB
AAEL011314,4.897502556051851e-23,2.3691342,10.201189,0.5081081081081081,0.06190749784544671,ISC/EB
AAEL006271,4.8995164309753614e-23,3.234973,10.201026,0.4810810810810811,0.03993105429474289,ISC/EB
AAEL006420,4.9999924164582207e-23,1.1354146,10.198933,0.5459459459459459,0.08790577420281528,ISC/EB
AAEL002377,5.1310359741264224e-23,1.0954418,10.196297,0.5837837837837838,0.11749497270899167,ISC/EB
AAEL027217,5.470834379108514e-23,2.3117912,10.189942,0.4972972972972973,0.05242746337259408,ISC/EB
AAEL008886,6.047810294812009e-23,1.9321064,10.180068,0.518918918918919,0.07311117494972709,ISC/EB
AAEL001636,6.295294068746953e-23,1.3449324,10.176043,0.5297297297297298,0.07612754955472566,ISC/EB
AAEL011051,6.544313177466836e-23,2.3031483,10.172144,0.5135135135135135,0.06535478310830221,ISC/EB
AAEL011357,6.604330830324908e-23,1.7774469,10.171133,0.5351351351351351,0.08733122665900603,ISC/EB
AAEL002903,6.678503498963489e-23,3.029864,10.169924,0.4756756756756757,0.031025567365699513,ISC/EB
AAEL010337,7.018844361154496e-23,2.9702773,10.164959,0.4810810810810811,0.03835104854926745,ISC/EB
AAEL011803,7.591084152800835e-23,1.4440353,10.157197,0.5513513513513514,0.09551852915828785,ISC/EB
AAEL009755,8.489377695137297e-23,2.7324646,10.146041,0.4702702702702703,0.026285550129273198,ISC/EB
AAEL011087,8.590880242968944e-23,1.2305237,10.144759,0.5459459459459459,0.09235851766733698,ISC/EB
AAEL019546,9.419501842460387e-23,1.1667142,10.135643,0.5945945945945946,0.12553863832232118,ISC/EB
AAEL013002,9.688203418905458e-23,1.3698758,10.132773,0.5405405405405406,0.08819304797471991,ISC/EB
