names,pvals_adj,logfoldchanges,scores,pts,pts_rest,cluster_name
AAEL007915,0.8701734537429043,1.2014508,2.1456625,0.2576419213973799,0.2006360219716681,VM
AAEL000679,0.8844216339917643,1.2517248,2.1347735,0.25327510917030566,0.1984677652500723,VM
AAEL000549,2.7245785851956726e-108,4.9876747,22.548927,1.0,0.17078425739729963,ISC/EB
AAEL028205,3.8264021677425296e-103,5.7684894,21.986658,0.9675675675675676,0.04495834530307383,ISC/EB
AAEL002308,1.0514118155281904e-90,3.8501492,20.585312,0.9783783783783784,0.11505314564780235,ISC/EB
AAEL019974,3.3672552828940584e-84,5.8388653,19.819021,0.8702702702702703,0.01738006320022982,ISC/EB
AAEL003824,8.504357994795164e-84,4.066622,19.76456,0.8972972972972973,0.04380925021545533,ISC/EB
AAEL020092,1.1337168852790283e-82,3.4627738,19.626629,0.9621621621621622,0.2644355070382074,ISC/EB
AAEL022285,4.709741505207738e-82,3.9803681,19.551027,0.9783783783783784,0.3618213157138753,ISC/EB
AAEL024454,8.960313315528705e-82,5.0363226,19.515268,0.8702702702702703,0.028440103418557884,ISC/EB
AAEL013723,5.475034931982688e-80,4.0360537,19.295977,0.8756756756756757,0.034616489514507326,ISC/EB
AAEL010907,4.499805822243424e-76,6.1999454,18.80909,0.8216216216216217,0.011490950876185005,ISC/EB
AAEL005515,3.2590333070228333e-73,2.4807842,18.447805,0.9567567567567568,0.37058316575696637,ISC/EB
AAEL025216,6.874943383201655e-73,4.2938375,18.404228,0.827027027027027,0.027721918988796324,ISC/EB
AAEL019474,8.088761794589037e-72,3.5331545,18.265701,0.8648648648648649,0.06736569951163458,ISC/EB
AAEL022493,2.1952026773105785e-71,4.054238,18.208315,0.8378378378378378,0.05874748635449584,ISC/EB
AAEL008961,3.2190268662750763e-71,4.6800504,18.184668,0.8162162162162162,0.03030738293593795,ISC/EB
AAEL003723,6.380172759080742e-70,3.556249,18.013954,0.8756756756756757,0.09824762999138179,ISC/EB
AAEL019568,2.6634224501757617e-69,2.44853,17.932379,0.9621621621621622,0.42617064062051135,ISC/EB
AAEL010558,1.7547351292415157e-68,3.0076153,17.825026,0.8864864864864865,0.12036771042803791,ISC/EB
AAEL025552,2.0899412160932793e-68,3.3832793,17.813093,0.8324324324324325,0.04955472565354783,ISC/EB
AAEL017012,2.7409253050586907e-68,3.3722167,17.796865,0.8324324324324325,0.058891123240448144,ISC/EB
AAEL028021,3.0181795937746803e-68,3.4293516,17.790438,0.8432432432432433,0.0847457627118644,ISC/EB
AAEL002834,4.918392961298409e-68,3.350787,17.762043,0.8648648648648649,0.12553863832232118,ISC/EB
AAEL010018,1.8184554687726318e-66,2.6258652,17.55158,0.9351351351351351,0.19304797471990806,ISC/EB
AAEL007915,2.2523272763884892e-66,2.7627306,17.538528,0.918918918918919,0.18342430336110313,ISC/EB
AAEL017116,3.1285516737068453e-66,2.6301785,17.51896,0.9135135135135135,0.161304222924447,ISC/EB
AAEL017075,3.234392245664646e-66,2.6879823,17.5162,0.9135135135135135,0.2701809824762999,ISC/EB
AAEL002833,4.345779349781638e-66,2.8158667,17.498526,0.9081081081081082,0.21071531169204252,ISC/EB
AAEL006751,4.55179352756024e-66,3.1187549,17.494211,0.8594594594594595,0.13674231542660156,ISC/EB
AAEL019599,1.2110438793859885e-65,3.2357578,17.436735,0.8216216216216217,0.061476587187589776,ISC/EB
AAEL009684,1.5232916116553228e-65,2.9110034,17.422817,0.8540540540540541,0.08302212008043666,ISC/EB
AAEL001411,7.440766351537023e-65,2.4496093,17.330267,0.9351351351351351,0.16633151393277792,ISC/EB
AAEL012964,2.8562049529870295e-64,2.8613768,17.251959,0.9081081081081082,0.2609882217753519,ISC/EB
AAEL010576,9.64313564699082e-64,2.4781897,17.179646,0.8864864864864865,0.14909508761850043,ISC/EB
AAEL009212,9.64313564699082e-64,2.5396636,17.179247,0.8810810810810811,0.12166044240160874,ISC/EB
AAEL004059,1.0637995461860581e-63,3.1464853,17.172081,0.8702702702702703,0.17767882792301062,ISC/EB
AAEL003750,3.009453854065855e-63,2.400245,17.110182,0.9243243243243243,0.36397586900316004,ISC/EB
AAEL013661,2.870798775133812e-62,2.459717,16.97483,0.9405405405405406,0.29589198506176384,ISC/EB
AAEL014932,3.1219707893472146e-62,2.2839737,16.969236,0.9351351351351351,0.4359379488652686,ISC/EB
AAEL008789,1.106825926217629e-61,3.041463,16.890856,0.8486486486486486,0.10384946854352198,ISC/EB
AAEL011742,1.1993413216766683e-61,2.3916264,16.885494,0.8864864864864865,0.17064062051134732,ISC/EB
AAEL020061,1.4136948065356725e-61,7.901575,16.875168,0.7297297297297297,0.0053145647802355644,ISC/EB
AAEL013068,2.9097156155155867e-61,2.4407744,16.831266,0.8594594594594595,0.14133869577707556,ISC/EB
AAEL013702,6.76360052090824e-61,3.310028,16.780651,0.8,0.07584027578282103,ISC/EB
AAEL014715,1.058040904017904e-60,2.4506311,16.752869,0.8756756756756757,0.16532605573111175,ISC/EB
AAEL001896,1.2181814037313272e-60,2.508614,16.743898,0.8756756756756757,0.1716460787130135,ISC/EB
AAEL000795,1.46605257237348e-60,2.376795,16.73229,0.9243243243243243,0.44297615627693193,ISC/EB
AAEL007444,1.958648635726663e-60,2.1612394,16.712759,0.9405405405405406,0.48161447859810397,ISC/EB
AAEL003676,5.88058084653379e-60,2.5360754,16.645426,0.8702702702702703,0.18198793450158002,ISC/EB
AAEL002527,6.945227125295543e-60,2.6100087,16.63492,0.8972972972972973,0.18802068371157712,ISC/EB
AAEL005744,1.0106723431868743e-59,2.594304,16.611362,0.8594594594594595,0.16834243033611032,ISC/EB
AAEL002879,1.1626707434555523e-59,2.236489,16.601904,0.9459459459459459,0.19879345015800057,ISC/EB
AAEL012635,1.219328183707965e-59,2.9808218,16.598528,0.8162162162162162,0.08905486929043378,ISC/EB
AAEL014511,2.302447608335918e-58,2.009474,16.419655,0.8810810810810811,0.13631140476874462,ISC/EB
AAEL017481,2.8469674447815695e-58,2.4523032,16.406261,0.8972972972972973,0.25193909796035624,ISC/EB
AAEL011255,4.006397275860729e-58,2.5105827,16.384996,0.8540540540540541,0.17020970985349038,ISC/EB
AAEL007662,9.57225578748813e-58,2.4464686,16.33095,0.827027027027027,0.10729675380637747,ISC/EB
AAEL010826,4.5201925204249806e-57,2.4283907,16.234987,0.8810810810810811,0.22134444125251365,ISC/EB
AAEL001061,8.155176000347887e-57,2.952797,16.19771,0.827027027027027,0.12065498419994254,ISC/EB
AAEL019990,2.280096135062631e-56,2.887579,16.13296,0.7675675675675676,0.05573111174949727,ISC/EB
AAEL024235,3.113884406538295e-56,2.4635832,16.11276,0.8108108108108109,0.0939385234128124,ISC/EB
AAEL003645,4.966568579834292e-56,2.0094728,16.08294,0.9405405405405406,0.23944268888250503,ISC/EB
AAEL006741,3.736531665386223e-55,2.312599,15.955621,0.8594594594594595,0.1760988221775352,ISC/EB
AAEL002866,2.2125475561416818e-54,2.790956,15.8424015,0.7675675675675676,0.08905486929043378,ISC/EB
AAEL003267,2.4001754475791536e-54,2.874911,15.836842,0.745945945945946,0.05544383797759265,ISC/EB
AAEL017030,2.747160346416301e-54,2.1612883,15.827473,0.8864864864864865,0.2151680551565642,ISC/EB
AAEL019426,3.170711098320166e-54,2.9879174,15.818013,0.7513513513513513,0.055587474863544956,ISC/EB
AAEL008390,3.996940325909509e-54,5.132827,15.802995,0.6972972972972973,0.015081873024992818,ISC/EB
AAEL021365,4.570489050222175e-54,3.461247,15.794113,0.7297297297297297,0.037632864119505886,ISC/EB
AAEL002083,6.367992709311461e-54,2.1587367,15.7727585,0.9081081081081082,0.304222924446998,ISC/EB
AAEL025250,7.79046193835125e-54,4.074109,15.759599,0.7189189189189189,0.033036483769031885,ISC/EB
AAEL025697,1.1275899558854176e-53,1.9925755,15.7353735,0.8648648648648649,0.18342430336110313,ISC/EB
AAEL008953,2.010449888077017e-53,2.3826628,15.697898,0.8,0.10298764722780811,ISC/EB
AAEL013904,3.278541428383502e-53,2.546061,15.666019,0.8162162162162162,0.13214593507612754,ISC/EB
AAEL012539,4.166442355711929e-53,4.110693,15.650369,0.7081081081081081,0.028296466532605574,ISC/EB
AAEL007718,8.119342471129669e-53,2.1845589,15.607044,0.8648648648648649,0.20439528871014076,ISC/EB
AAEL005567,8.257935139666523e-53,2.2611992,15.605564,0.8648648648648649,0.1967825337546682,ISC/EB
AAEL012410,1.1937937622913992e-52,2.752258,15.581628,0.7351351351351352,0.04912381499569089,ISC/EB
AAEL011711,1.5351999392083617e-52,2.2656982,15.565146,0.9027027027027027,0.2688882505027291,ISC/EB
AAEL003957,1.74994031026842e-52,1.9364803,15.556374,0.9567567567567568,0.3813559322033898,ISC/EB
AAEL026403,2.037819532234002e-52,3.0261223,15.546228,0.8,0.13817868428612468,ISC/EB
AAEL003039,2.1120476602340243e-52,2.3599522,15.5431595,0.8378378378378378,0.1716460787130135,ISC/EB
AAEL004319,2.8102960137689696e-52,2.7227397,15.524079,0.7405405405405405,0.058316575696638895,ISC/EB
AAEL009487,3.98144950106822e-52,2.6974056,15.501334,0.7891891891891892,0.13027865555874749,ISC/EB
AAEL002334,4.1633379635247806e-52,2.312213,15.498085,0.8594594594594595,0.20496983625395002,ISC/EB
AAEL020559,6.051100847123966e-52,2.400002,15.473661,0.7675675675675676,0.08216029876472278,ISC/EB
AAEL004865,6.2061498608375814e-52,2.13578,15.471658,0.918918918918919,0.3332375754093651,ISC/EB
AAEL013353,7.116728782685277e-52,1.8491677,15.462469,0.9675675675675676,0.3569376615914967,ISC/EB
AAEL010766,1.4695286737303704e-51,5.170162,15.414957,0.6810810810810811,0.021545532892846882,ISC/EB
AAEL006946,1.5603338773649033e-51,2.310907,15.410715,0.8216216216216217,0.1578569376615915,ISC/EB
AAEL000706,2.4545971273681336e-51,2.4080393,15.380317,0.772972972972973,0.10600402183280666,ISC/EB
AAEL007945,2.4814434331427777e-51,2.1983426,15.3792515,0.9027027027027027,0.28296466532605574,ISC/EB
AAEL011302,2.653217647567524e-51,1.9346573,15.374558,0.8972972972972973,0.2137316862970411,ISC/EB
AAEL025607,2.969527720801686e-51,3.233668,15.366904,0.7135135135135136,0.03964378052283826,ISC/EB
AAEL005638,5.90407218552311e-51,2.0958955,15.321594,0.8702702702702703,0.1982189026141913,ISC/EB
AAEL006922,5.994094132978128e-51,1.8273027,15.320259,0.8378378378378378,0.14478598103993107,ISC/EB
AAEL007778,8.221642901392672e-51,3.434292,15.2993555,0.7135135135135136,0.055874748635449584,ISC/EB
AAEL014657,9.749162146441584e-51,2.2511563,15.28791,0.7783783783783784,0.11031312841137604,ISC/EB
AAEL004592,9.808119374339527e-51,5.218468,15.28717,0.6756756756756757,0.016087331226659007,ISC/EB
AAEL019623,1.3677621016323046e-50,4.2330585,15.265147,0.6972972972972973,0.04179833381212295,ISC/EB
AAEL001715,3.034823338498579e-50,2.2305853,15.212382,0.8432432432432433,0.16920425165182418,ISC/EB
